area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,price_per_sqft,location_grouped
Built-up  Area,Ready To Move,Dena Bank Colony,2 BHK,Chntsat,1100,2.0,2.0,75.0,1100.0,2,6818.181818181818,other
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,43.5,1185.0,2,3670.8860759493673,Thanisandra
Super built-up  Area,Ready To Move,Varthur,3 BHK,Unknown,2145,3.0,2.0,170.0,2145.0,3,7925.407925407925,Varthur
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Priew P,1220,2.0,1.0,89.0,1220.0,2,7295.081967213115,Whitefield
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,3.0,75.0,1192.0,2,6291.946308724832,6th Phase JP Nagar
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,NCenega,1449,3.0,2.0,110.0,1449.0,3,7591.44237405107,Marathahalli
Built-up  Area,Ready To Move,Electronic City,3 BHK,BrnoxEq,1700,3.0,2.0,90.0,1700.0,3,5294.117647058823,Electronic City
Super built-up  Area,18-Aug,Hebbal,3 BHK,Mahosya,1920,3.0,2.0,150.0,1920.0,3,7812.5,Hebbal
Plot  Area,Ready To Move,BTM 4th Stage,2 Bedroom,Unknown,1350,2.0,0.0,90.0,1350.0,2,6666.666666666667,other
Plot  Area,Ready To Move,Devanahalli Int. Airport,4 Bedroom,Unknown,4800,5.0,2.0,350.0,4800.0,4,7291.666666666667,other
Built-up  Area,Ready To Move,"Sarjapur Road,",3 BHK,Unknown,1700,3.0,2.0,74.0,1700.0,3,4352.941176470588,other
Super built-up  Area,19-Dec,Hoodi,2 BHK,Hahtsde,1447,3.0,2.0,76.0,1447.0,2,5252.24602626123,Hoodi
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1314,2.0,2.0,70.44,1314.0,3,5360.730593607306,Sarjapur  Road
Plot  Area,Ready To Move,Hal old airport road,3 Bedroom,Unknown,1200,3.0,2.0,110.0,1200.0,3,9166.666666666666,other
Super built-up  Area,19-Mar,Hosa Road,3 BHK,Sosisic,1513,3.0,1.0,103.0,1513.0,3,6807.666886979511,Hosa Road
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.5,1246.0,2,5417.335473515249,Vittasandra
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1220,2.0,2.0,62.0,1220.0,2,5081.9672131147545,Dasarahalli
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,Unknown,1800,2.0,1.0,45.0,1800.0,3,2500.0,Yelahanka New Town
Super built-up  Area,Ready To Move,Kaval Byrasandra,3 BHK,Unknown,1400,3.0,2.0,75.0,1400.0,3,5357.142857142857,Kaval Byrasandra
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Bhensa ,1245,2.0,2.0,80.0,1245.0,2,6425.70281124498,Kasavanhalli
Super built-up  Area,Ready To Move,Anantapuram,3 BHK,GKiewke,1495,2.0,1.0,63.0,1495.0,3,4214.046822742475,other
Built-up  Area,Ready To Move,Gollarapalya Hosahalli,2 BHK,Mauner ,996,2.0,2.0,36.5,996.0,2,3664.6586345381525,Gollarapalya Hosahalli
Built-up  Area,Ready To Move,Yelahanka New Town,2 BHK,Unknown,1000,2.0,1.0,44.0,1000.0,2,4400.0,Yelahanka New Town
Built-up  Area,Ready To Move,Chikka Banaswadi,2 BHK,SuntsAp,1250,2.0,3.0,75.0,1250.0,2,6000.0,other
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1261,2.0,1.0,80.0,1261.0,3,6344.171292624901,Thanisandra
Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Raenti ,1080,2.0,2.0,46.0,1080.0,2,4259.259259259259,Electronics City Phase 1
Super built-up  Area,Ready To Move,Akshayanagara East,2 BHK,HoDewy ,1230,2.0,1.0,50.0,1230.0,2,4065.040650406504,other
Super built-up  Area,18-Mar,Kammasandra,2 BHK,Unknown,982,2.0,2.0,25.53,982.0,2,2599.79633401222,Kammasandra
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1260,3.0,1.0,49.36,1260.0,3,3917.4603174603176,Bommasandra
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,PuontFa,1590,2.0,2.0,135.0,1590.0,3,8490.566037735849,HSR Layout
Super built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Suise S,1220,2.0,2.0,39.0,1220.0,2,3196.72131147541,Horamavu Agara
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1320,2.0,1.0,38.12,1320.0,3,2887.8787878787875,Electronic City Phase II
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1750,3.0,2.0,105.0,1750.0,3,6000.0,Green Glen Layout
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Iseenst,1436,2.0,3.0,62.15,1436.0,3,4327.994428969359,Whitefield
Plot  Area,18-Apr,TC Palaya,3 Bedroom,Unknown,1200,2.0,0.0,66.0,1200.0,3,5500.0,TC Palaya
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,Rintspa,1500,2.0,1.0,140.0,1500.0,2,9333.333333333334,Malleshwaram
Super built-up  Area,Ready To Move,Varthur,3 BHK,Caiseur,1560,3.0,2.0,90.0,1560.0,3,5769.2307692307695,Varthur
Super built-up  Area,19-Jan,Whitefield,3 BHK,Unknown,3758,3.0,1.0,300.0,3758.0,3,7982.969664715274,Whitefield
Super built-up  Area,Ready To Move,Belatur,2 BHK,Indanrt,1275,2.0,2.0,59.0,1275.0,2,4627.450980392156,other
Super built-up  Area,Ready To Move,Ramanjaneyanagar,2 BHK,Unknown,1040,2.0,2.0,36.4,1040.0,2,3500.0,other
Super built-up  Area,Ready To Move,Bellandur,3 BHK,BhreeBa,2400,3.0,2.0,115.0,2400.0,3,4791.666666666667,Bellandur
Plot  Area,18-May,Kaggalipura,4 Bedroom,AxvamTa,3150,5.0,1.0,212.0,3150.0,4,6730.158730158731,Kaggalipura
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,CoinoCu,1960,3.0,2.0,165.0,1960.0,3,8418.367346938776,Karuna Nagar
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,5.0,3.0,309.0,3200.0,4,9656.25,JP Nagar
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Neite T,1140 - 1250,2.0,0.0,53.105,1195.0,2,4443.933054393306,Yelahanka
Super built-up  Area,Ready To Move,Hosakerehalli,5 BHK,Unknown,4500,5.0,2.0,145.0,4500.0,5,3222.222222222222,Hosakerehalli
Super built-up  Area,18-Jun,Javarandoddi,1 BHK,Unknown,648,1.0,1.0,40.0,648.0,1,6172.83950617284,other
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Supleon,2100,3.0,2.0,130.0,2100.0,3,6190.476190476191,Sarjapur  Road
Super built-up  Area,19-Dec,Thanisandra main road,4 BHK,Unknown,4209,4.0,2.0,602.0,4209.0,4,14302.684723212164,other
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2.0,1.0,44.0,1027.0,2,4284.323271665044,Kudlu
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1365,3.0,1.0,52.82,1365.0,3,3869.5970695970695,Bommasandra
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,18.0,650.0,1,2769.230769230769,Yelahanka New Town
Super built-up  Area,Ready To Move,Cooke Town,2 BHK,Unknown,1100,2.0,3.0,90.0,1100.0,2,8181.818181818182,Cooke Town
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,57.0,1075.0,3,5302.325581395349,7th Phase JP Nagar
Super built-up  Area,Ready To Move,Banashankari,2 BHK,SuentAp,1100,2.0,1.0,63.0,1100.0,2,5727.272727272727,Banashankari
Super built-up  Area,Ready To Move,Akshya Nagar,3 BHK,Unknown,1320,2.0,1.0,58.0,1320.0,3,4393.939393939394,other
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Daden G,1500,3.0,2.0,65.0,1500.0,3,4333.333333333333,Kammasandra
Plot  Area,Ready To Move,Vijaypura,4 Bedroom,Unknown,1200,5.0,1.0,150.0,1200.0,4,12500.0,other
Super built-up  Area,18-Apr,Bhoganhalli,3 BHK,Rosha I,1718,3.0,2.0,90.2,1718.0,3,5250.291036088475,Bhoganhalli
Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,32.0,1075.0,3,2976.7441860465115,Bisuvanahalli
Super built-up  Area,Ready To Move,Austin Town,1 BHK,Unknown,500,1.0,1.0,13.0,500.0,1,2600.0,other
Plot  Area,Ready To Move,3rd Block Banashankari,5 Bedroom,Unknown,2400,4.0,1.0,325.0,2400.0,5,13541.666666666666,other
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Unknown,1041,2.0,1.0,36.44,1041.0,2,3500.480307396734,Kanakpura Road
Super built-up  Area,Ready To Move,Doddanekundi,2 BHK,Unknown,1128,2.0,2.0,48.4,1128.0,2,4290.780141843971,other
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Kelmsoy,1685,3.0,1.0,90.0,1685.0,3,5341.246290801187,Hosur Road
Super built-up  Area,Ready To Move,Guddadahalli,2 BHK,KSidems,1180,2.0,2.0,65.0,1180.0,2,5508.474576271186,other
Built-up  Area,Ready To Move,Ejipura,2 BHK,BadorSp,1200,2.0,1.0,60.0,1200.0,2,5000.0,other
Super built-up  Area,18-Apr,Mangammanapalya,3 BHK,Unknown,1250,3.0,2.0,39.5,1250.0,3,3160.0,other
Built-up  Area,Ready To Move,Chelekare,2 BHK,BhisePa,1000,2.0,1.0,45.0,1000.0,2,4500.0,other
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,70.0,1404.0,2,4985.754985754986,Vittasandra
Super built-up  Area,18-Jul,Varthur,2 BHK,Unris E,1760,2.0,1.0,85.0,1760.0,2,4829.545454545455,Varthur
Super built-up  Area,Ready To Move,Amam Enclave Layout,2 BHK,Unknown,975,2.0,1.0,55.0,975.0,2,5641.025641025641,other
Built-up  Area,Ready To Move,Kashi Nagar,2 BHK,Adarkya,1190,2.0,2.0,42.0,1190.0,2,3529.4117647058824,other
Built-up  Area,Ready To Move,Kudlu,2 BHK,Unknown,1110,2.0,1.0,46.0,1110.0,2,4144.144144144144,Kudlu
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2415,3.0,2.0,399.0,2415.0,3,16521.739130434784,Rajaji Nagar
Super built-up  Area,18-May,Gunjur,2 BHK,BMineis,1235,2.0,2.0,44.5,1235.0,2,3603.2388663967613,Gunjur
Super built-up  Area,Ready To Move,Nanjappa Garden,2 BHK,TNnumla,1275,2.0,3.0,55.0,1275.0,2,4313.725490196079,other
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,Unknown,1115,2.0,1.0,115.0,1115.0,2,10313.90134529148,other
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,76.0,1197.0,2,6349.206349206349,Harlur
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1251,2.0,3.0,47.0,1251.0,2,3756.994404476419,Bellandur
Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,SKisyDa,1105,2.0,2.0,30.0,1105.0,2,2714.9321266968327,Neeladri Nagar
Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,Unknown,1080,2.0,2.0,38.0,1080.0,2,3518.5185185185187,other
Super built-up  Area,Ready To Move,Kudlu,4 BHK,Unknown,2100,3.0,1.0,114.0,2100.0,4,5428.571428571428,Kudlu
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,Unknown,1600,4.0,1.0,200.0,1600.0,4,12500.0,Kammanahalli
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,Unknown,1731,3.0,3.0,64.11,1731.0,3,3703.639514731369,NRI Layout
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1206,2.0,1.0,55.0,1206.0,2,4560.530679933665,Hormavu
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,MJiyayl,1560,3.0,2.0,78.0,1560.0,3,5000.0,Choodasandra
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,Brnia G,750,1.0,2.0,47.0,750.0,1,6266.666666666667,7th Phase JP Nagar
Built-up  Area,Ready To Move,Billekahalli,2 BHK,Chuti S,1035,2.0,2.0,90.0,1035.0,2,8695.652173913044,Billekahalli
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,SJityaz,702,1.0,0.0,35.8,702.0,1,5099.715099715099,Sarjapur  Road
Plot  Area,Ready To Move,Attibele,3 Bedroom,Unknown,1700,3.0,1.0,65.0,1700.0,3,3823.529411764706,Attibele
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,Unknown,1145,2.0,2.0,68.5,1145.0,2,5982.532751091703,HRBR Layout
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,Unknown,1208,2.0,2.0,43.5,1208.0,3,3600.9933774834435,Ramamurthy Nagar
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Unknown,1589,3.0,2.0,74.0,1589.0,3,4657.016991818754,Brookefield
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,SLhidOr,1426,2.0,2.0,61.5,1426.0,3,4312.762973352033,Yelahanka New Town
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Sortz Q,1885,3.0,2.0,135.0,1885.0,3,7161.803713527852,Green Glen Layout
Super built-up  Area,18-Mar,Old Madras Road,2 BHK,SheldGr,935,2.0,0.0,37.77,935.0,2,4039.5721925133694,Old Madras Road
Super built-up  Area,18-Apr,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,73.0,1171.0,2,6233.98804440649,Old Madras Road
Super built-up  Area,Ready To Move,Singasandra,2 BHK,Unknown,1465,2.0,3.0,60.0,1465.0,2,4095.563139931741,Singasandra
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,95.0,1820.0,3,5219.780219780219,Budigere
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,2.0,66.85,1580.0,3,4231.012658227847,Raja Rajeshwari Nagar
Super built-up  Area,Ready To Move,Whitefield,3 BHK,SMuilan,1452,2.0,2.0,46.29,1452.0,3,3188.0165289256197,Whitefield
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1445,2.0,1.0,89.56,1445.0,3,6197.923875432526,Hennur Road
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,Meines ,1170,2.0,1.0,39.0,1170.0,2,3333.3333333333335,other
Super built-up  Area,Ready To Move,Anjappa Layout,2 BHK,Unknown,1070,2.0,1.0,50.0,1070.0,2,4672.897196261682,other
Super built-up  Area,18-Mar,Kothanur,2 BHK,Unknown,1140,2.0,2.0,56.0,1140.0,2,4912.2807017543855,Kothanur
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,ALtonea,1532,3.0,2.0,59.75,1532.0,3,3900.1305483028723,other
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,Unknown,1150,2.0,1.0,46.0,1150.0,2,4000.0,other
Super built-up  Area,Ready To Move,Jakkur,2 BHK,HRaniIb,1473,2.0,1.0,85.0,1473.0,2,5770.536320434488,Jakkur
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350,3.0,2.0,80.99,1350.0,3,5999.259259259258,Kathriguppe
Super built-up  Area,Ready To Move,Prithvi Layout,4 BHK,Prigh L,4040,4.0,0.0,500.0,4040.0,4,12376.237623762376,Prithvi Layout
Super built-up  Area,18-Jan,CV Raman Nagar,3 BHK,Pu270a ,1980,4.0,2.0,166.0,1980.0,3,8383.838383838383,CV Raman Nagar
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1660,3.0,2.0,128.0,1660.0,3,7710.843373493976,Hoodi
Plot  Area,Ready To Move,Kogilu,7 Bedroom,Unknown,2456,7.0,2.0,85.0,2456.0,7,3460.912052117264,Kogilu
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,Unknown,650,2.0,2.0,45.0,650.0,2,6923.076923076923,Chamrajpet
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,340.0,2475.0,3,13737.373737373737,Malleshwaram
Super built-up  Area,Ready To Move,Chikkakannalli,3 BHK,Unknown,1495,3.0,2.0,90.0,1495.0,3,6020.066889632107,other
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,Esncyth,1080,2.0,1.0,48.0,1080.0,2,4444.444444444444,R.T. Nagar
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Elodsre,1521,2.0,2.0,57.5,1521.0,3,3780.4076265614726,Electronic City
Built-up  Area,Ready To Move,Aishwarya Crystal Layout,2 BHK,GRvasth,1053,2.0,0.0,51.0,1053.0,2,4843.304843304843,other
Super built-up  Area,18-Mar,Binny Pete,3 BHK,Shestlo,2406,5.0,2.0,289.0,2406.0,3,12011.63757273483,Binny Pete
Plot  Area,Ready To Move,Ramanagara Channapatna,4 Bedroom,Unknown,1200,2.0,1.0,75.0,1200.0,4,6250.0,other
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SBiewid,1000,2.0,2.0,39.5,1000.0,2,3950.0,Uttarahalli
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Guranya,1630,3.0,3.0,68.0,1630.0,3,4171.7791411042945,Bannerghatta Road
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Pre 1ri,985,2.0,1.0,40.5,985.0,2,4111.675126903553,Kammasandra
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Chaldi ,1200,2.0,2.0,70.0,1200.0,2,5833.333333333333,BTM 2nd Stage
Built-up  Area,Ready To Move,Ambalipura,3 BHK,Unknown,1650,3.0,3.0,100.0,1650.0,3,6060.606060606061,Ambalipura
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,Amsomun,1670,3.0,2.0,59.0,1670.0,3,3532.934131736527,Mico Layout
Plot  Area,16-Jan,Sarjapur  Road,4 Bedroom,Saacesa,1240,4.0,0.0,110.0,1240.0,4,8870.967741935483,Sarjapur  Road
Built-up  Area,Ready To Move,Maheswari Nagar,2 BHK,AsensGa,1000,2.0,2.0,60.0,1000.0,2,6000.0,other
Super built-up  Area,Ready To Move,Doddabanahalli,2 BHK,Unknown,830,2.0,2.0,26.0,830.0,2,3132.5301204819275,other
Plot  Area,18-Jul,Ramagondanahalli,3 Bedroom,Unknown,1200,3.0,1.0,56.1,1200.0,3,4675.0,Ramagondanahalli
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Deens G,1635,3.0,3.0,85.0,1635.0,3,5198.7767584097855,Nagarbhavi
Built-up  Area,Ready To Move,HSR Layout,2 BHK,Unknown,1120,2.0,1.0,70.0,1120.0,2,6250.0,HSR Layout
Plot  Area,Ready To Move,Kamakya Layout,6 Bedroom,Unknown,2750,6.0,3.0,200.0,2750.0,6,7272.727272727273,other
Super built-up  Area,Ready To Move,Harlur,3 BHK,SrEndPo,2137,3.0,2.0,110.0,2137.0,3,5147.402901263454,Harlur
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,973,2.0,1.0,50.74,973.0,2,5214.799588900309,Hennur Road
Super built-up  Area,18-Jun,Kundalahalli,3 BHK,Dieldli,1724,3.0,1.0,146.0,1724.0,3,8468.677494199535,Kundalahalli
Plot  Area,Ready To Move,Hsr layout sector3,4 Bedroom,Unknown,1200,4.0,3.0,375.0,1200.0,4,31250.0,other
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Unknown,750,1.0,1.0,35.0,750.0,1,4666.666666666667,Electronic City
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,49.0,883.0,2,5549.263873159683,Kambipura
Built-up  Area,Ready To Move,Thyagraj Nagar,2 Bedroom,Unknown,660,2.0,0.0,76.0,660.0,2,11515.151515151516,other
Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,DNeremo,2787,5.0,2.0,220.0,2787.0,4,7893.792608539648,Ramagondanahalli
Built-up  Area,Ready To Move,Devasthanagalu,3 BHK,Grmes L,1470,2.0,3.0,60.0,1470.0,3,4081.6326530612246,other
Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,DSrry S,891,2.0,1.0,24.95,891.0,2,2800.2244668911335,Electronics City Phase 1
Built-up  Area,Ready To Move,"Sarjapur Road,",2 BHK,Unknown,1275,2.0,1.0,76.0,1275.0,2,5960.78431372549,other
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1787,3.0,2.0,120.0,1787.0,3,6715.165081141578,Kothanur
Built-up  Area,Ready To Move,8th Phase JP Nagar,5 Bedroom,Unknown,1730,5.0,2.0,75.0,1730.0,5,4335.260115606937,8th Phase JP Nagar
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Adeatlm,1320,2.0,2.0,110.0,1320.0,2,8333.333333333334,Sarjapur  Road
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1692,3.0,3.0,108.0,1692.0,3,6382.978723404255,Yeshwanthpur
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1400,3.0,2.0,69.0,1400.0,3,4928.571428571428,Bannerghatta Road
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sparam ,1370,2.0,2.0,56.0,1370.0,2,4087.5912408759123,Whitefield
Super built-up  Area,18-Feb,Thirumenahalli,3 BHK,MNtha A,1602,3.0,2.0,56.0,1602.0,3,3495.6304619225966,other
Built-up  Area,20-Dec,"Hoodi Circle,",1 BHK,Unknown,793,1.0,1.0,40.0,793.0,1,5044.136191677176,other
Super built-up  Area,Ready To Move,GM Palaya,1 BHK,Srg Bnc,675,1.0,1.0,35.0,675.0,1,5185.185185185185,GM Palaya
Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,Theanmp,3250,4.0,2.0,136.0,3250.0,4,4184.615384615385,Chikka Tirupathi
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prarat ,1050,2.0,3.0,43.0,1050.0,2,4095.2380952380954,Whitefield
Built-up  Area,Ready To Move,Jalahalli East,2 BHK,Srigmsw,1035,2.0,1.0,42.5,1035.0,2,4106.280193236715,Jalahalli East
Super built-up  Area,17-Feb,Sarjapur  Road,3 BHK,MJinele,1200,2.0,2.0,44.0,1200.0,3,3666.6666666666665,Sarjapur  Road
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1800,3.0,2.0,128.0,1800.0,3,7111.111111111111,Sarjapur  Road
Super built-up  Area,20-Dec,Electronics City Phase 1,2 BHK,DSsicky,1032,2.0,1.0,31.99,1032.0,2,3099.8062015503874,Electronics City Phase 1
Super built-up  Area,18-Apr,Whitefield,3 BHK,Asarqz ,1496,2.0,1.0,71.81,1496.0,3,4800.133689839572,Whitefield
Super built-up  Area,18-May,Kothnoor Dinne,2 BHK,Unknown,1100,2.0,2.0,38.0,1100.0,2,3454.5454545454545,other
Built-up  Area,Ready To Move,Kundalahalli,3 BHK,Unknown,1500,3.0,2.0,50.0,1500.0,3,3333.3333333333335,Kundalahalli
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.63,1125.0,2,2900.444444444445,Electronic City Phase II
Super built-up  Area,Ready To Move,Chikka Banaswadi,3 BHK,MSadeed,1555,3.0,3.0,73.0,1555.0,3,4694.5337620578775,other
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Srncy R,1025,2.0,1.0,42.0,1025.0,2,4097.5609756097565,Amruthahalli
Super built-up  Area,19-Mar,Hennur Road,3 BHK,Puachal,1482,2.0,1.0,83.73,1482.0,3,5649.797570850203,Hennur Road
Super built-up  Area,Ready To Move,Banagirinagar,3 BHK,Unknown,1630,2.0,2.0,130.0,1630.0,3,7975.460122699386,other
Super built-up  Area,Ready To Move,Arekere,2 BHK,Prdowth,900,2.0,1.0,44.5,900.0,2,4944.444444444444,Arekere
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1355,2.0,3.0,75.0,1355.0,3,5535.055350553505,Yelahanka
Plot  Area,18-May,1st Block Koramangala,4 Bedroom,Unknown,2360,4.0,2.0,601.0,2360.0,4,25466.101694915254,1st Block Koramangala
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Unknown,1200,2.0,2.0,45.0,1200.0,2,3750.0,Akshaya Nagar
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,AritaFe,1563,3.0,2.0,63.0,1563.0,3,4030.7101727447216,other
Plot  Area,Ready To Move,Medaralli,4 Bedroom,Unknown,1344,4.0,1.0,84.0,1344.0,4,6250.0,other
Super built-up  Area,Ready To Move,6th block Koramangala,3 BHK,Unknown,3000,3.0,2.0,400.0,3000.0,3,13333.333333333334,other
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Unknown,812,2.0,1.0,42.0,812.0,2,5172.413793103448,5th Phase JP Nagar
Built-up  Area,18-Apr,Basaveshwara Nagar,2 BHK,Unknown,1200,2.0,1.0,70.0,1200.0,2,5833.333333333333,Basaveshwara Nagar
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,Unknown,3175,4.0,1.0,156.0,3175.0,4,4913.385826771653,Yelahanka
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Prionad,1360,2.0,1.0,101.0,1360.0,2,7426.470588235294,Marathahalli
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1296,2.0,2.0,51.83,1296.0,3,3999.2283950617284,8th Phase JP Nagar
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300,2.0,1.0,75.0,1300.0,2,5769.2307692307695,Haralur Road
Super built-up  Area,Ready To Move,Anandapura,2 BHK,ViensRK,1141,2.0,1.0,50.0,1141.0,2,4382.120946538124,Anandapura
Built-up  Area,Ready To Move,Electronic City,2 BHK,DSgmax ,1210,2.0,1.0,55.0,1210.0,2,4545.454545454545,Electronic City
Super built-up  Area,Ready To Move,Hormavu,2 BHK,Savar S,1310,2.0,2.0,67.0,1310.0,2,5114.503816793893,Hormavu
Super built-up  Area,18-Aug,Magadi Road,3 BHK,Vrenty ,1052 - 1322,2.0,0.0,55.195,1187.0,3,4649.957877000842,Magadi Road
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,140.0,1745.0,3,8022.9226361031515,Gubbalala
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Unknown,1050,2.0,2.0,37.0,1050.0,2,3523.809523809524,Raja Rajeshwari Nagar
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,34.0,1140.0,2,2982.4561403508774,Electronic City Phase II
Super built-up  Area,Ready To Move,Varthur,2 BHK,Vaensia,1210,2.0,2.0,54.0,1210.0,2,4462.809917355372,Varthur
Super built-up  Area,18-May,Kasavanhalli,3 BHK,Unknown,2035,3.0,2.0,142.0,2035.0,3,6977.886977886978,Kasavanhalli
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,DSousyl,633,1.0,1.0,17.09,633.0,1,2699.8420221169035,Sarjapur
Built-up  Area,Ready To Move,Amruthahalli,1 BHK,Prowsi ,485,1.0,1.0,19.5,485.0,1,4020.618556701031,Amruthahalli
Plot  Area,Ready To Move,Ullal Uppanagar,2 Bedroom,Unknown,1200,2.0,0.0,82.0,1200.0,2,6833.333333333333,other
